ID_Alojamiento,URL_Alojamiento,Desc_Alojamiento,ID_Host,Nombre_Host,Fecha_Ini_Host,Ubicacion_Host,Tiempo_Rpta_Host,Ratio_Rpta_Host,Superhost,Barrio_Alojamiento,Barrio_Latitude,Barrio_Logitude,Tipo_Propiedad,Capacidad_Alojamiento,Cant_Baños,Cant_Camas,Noches_Min,Noches_Max,Cant_Reseñas_Alojamiento,Fecha_Ini_Reseña,Fecha_Ult_Reseña,Score_Rating,Punto_Geo_Alojamiento,Precio_Noche,Moneda,Amenidades
11508,https://www.airbnb.com/rooms/11508,Condo in Buenos Aires · ?4.79 · 1 bedroom · 1 bed · 1 bath,42762,Candela,10/1/2009,"New York, NY",within an hour,100%,t,Palermo,-34.58184,-58.42415,Entire condo,2,1 bath,1.0,3,1125,39,7/2/2012,11/30/2023,4.79,"[-58.42415, -34.58184]",66.0,USD,"['Bathtub', 'Hair dryer', 'Cleaning products', 'Body soap', 'Bidet', 'Hot water', 'Paid washer â?? In building', 'Paid dryer â?? In building', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Extra pillows and blanket"
14222,https://www.airbnb.com/rooms/14222,Rental unit in Palermo/Buenos Aires · ?4.77 · 1 bedroom · 1 bed · 1 bath,87710233,María,8/3/2016,"Buenos Aires, Argentina",within an hour,100%,t,Palermo,-34.58617,-58.41036,Entire rental unit,2,1 bath,1.0,7,100,114,7/10/2012,11/30/2023,4.77,"[-58.41036, -34.58617]",19.0,USD,"['Bathtub', 'Hot water', 'Washer', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Room-darkening shades', 'Iron', 'TV', 'Air conditioning', 'Heating', 'Wifi', 'Dedicated workspace', 'In a room with a door', 'Kitchen', 'Space wher"
15074,https://www.airbnb.com/rooms/15074,Rental unit in Buenos Aires · 1 bedroom · 1 bed · 1 bath,59338,Monica,12/2/2009,,,,f,Nuñez,-34.53892,-58.46599,Private room in rental unit,1,1 bath,1.0,29,730,0,,,,"[-58.46599, -34.53892]",30.0,USD,"['Washer', 'Dryer', 'TV with standard cable', 'Air conditioning', 'Heating', 'Wifi', 'Kitchen', 'Space where guests can cook their own meals', 'Unavailable: Lock on bedroom door', 'Lock on bedroom door', 'There is no lock on the bedroom door.', 'Unavaila"
16695,https://www.airbnb.com/rooms/16695,Loft in Buenos Aires · ?4.28 · 1 bedroom · 1 bed · 1 bath,64880,Elbio Mariano,12/21/2009,"Buenos Aires, Argentina",within an hour,100%,t,Monserrat,-34.61439,-58.37611,Entire loft,4,1 bath,1.0,2,1125,45,3/4/2011,11/30/2019,4.28,"[-58.37611, -34.61439]",49.0,USD,"['Hair dryer', 'Hot water', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Iron', 'TV with standard cable', 'Air conditioning', 'Heating', 'Fire extinguisher', 'Wifi', 'Kitchen', 'Space where guests can cook their own meals', 'Re"
20062,https://www.airbnb.com/rooms/20062,Rental unit in Buenos Aires · ?4.93 · 2 bedrooms · 2 beds · 1.5 baths,75891,Sergio Damian,1/31/2010,"Buenos Aires, Argentina",within an hour,100%,t,Palermo,-34.581848,-58.441605,Entire rental unit,4,1.5 baths,2.0,2,365,303,5/19/2010,12/26/2023,4.93,"[-58.441605, -34.581848]",100.0,USD,"['City skyline view', 'Bathtub', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Hot water', 'Shower gel', 'Free washer ? In building', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Roo"
20429,https://www.airbnb.com/rooms/20429,Rental unit in Buenos Aires · 1 bedroom · 1 bed · 1 bath,77065,Marcelo,2/3/2010,"Buenos Aires, Argentina",,,f,Constitucion,-34.6226,-58.38704,Entire rental unit,2,1 bath,1.0,15,1125,0,,,,"[-58.38704, -34.6226]",34.0,USD,"['Hot water', 'Washer', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Iron', 'TV with standard cable', 'Air conditioning', 'Heating', 'Wifi', 'Kitchen', 'Space where guests can cook their own meals', 'Refrigerator'"
24713,https://www.airbnb.com/rooms/24713,Rental unit in Buenos Aires · ?4.66 · 1 bedroom · 2 beds · 1 bath,100743,Griselda,3/29/2010,"Buenos Aires, Argentina",within a few hours,100%,t,San Nicolas,-34.60254,-58.37811,Entire rental unit,3,1 bath,2.0,1,10,377,3/25/2013,10/27/2023,4.66,"[-58.37811, -34.60254]",34.0,USD,"['City skyline view', 'Hair dryer', 'Cleaning products', 'Hot water', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Cotton linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'Clothing storage: "
24763,https://www.airbnb.com/rooms/24763,Loft in Buenos Aires · ?4.62 · 1 bedroom · 1 bed · 1 bath,101049,Sebastian,3/30/2010,"Miami, FL",within a few hours,100%,f,Chacarita,-34.58494,-58.44419,Entire loft,2,1 bath,1.0,7,1125,37,3/3/2011,12/14/2022,4.62,"[-58.44419, -34.58494]",128.0,USD,"['Hair dryer', 'Shampoo', 'Hot water', 'Washer', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Iron', '32 HDTV', 'High chair', 'Air conditioning', 'Heating', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Wifi', '"
26258,https://www.airbnb.com/rooms/26258,Rental unit in Buenos Aires · 1 bedroom · 2 beds · 1.5 baths,111013,Daniel,4/19/2010,"Buenos Aires, Argentina",within a few hours,100%,f,Almagro,-34.59997,-58.41238,Entire rental unit,2,1.5 baths,2.0,7,18,2,10/19/2010,10/23/2013,3.5,"[-58.41238, -34.59997]",24.0,USD,"['Hair dryer', 'Washer', 'Dryer', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Iron', 'TV with standard cable', 'Air conditioning', 'Heating', 'Fire extinguisher', 'Wifi', 'Kitchen', 'Space where guests can cook their own meals', 'Pool', "
27631,https://www.airbnb.com/rooms/27631,Rental unit in Buenos Aires · ?4.70 · 1 bedroom · 3 beds · 1 bath,119446,Inés,5/6/2010,"Buenos Aires, Argentina",within an hour,100%,t,Recoleta,-34.59272,-58.3894,Entire rental unit,3,1 bath,3.0,2,1125,112,8/12/2010,10/18/2023,4.7,"[-58.3894, -34.59272]",26.0,USD,"['Bathtub', 'Hair dryer', 'Shampoo', 'Hot water', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'TV', 'AC - split type ductless system', 'Heating', 'Smo"
28244,https://www.airbnb.com/rooms/28244,Loft in Buenos Aires · ?4.85 · 1 bedroom · 1 bed · 1.5 baths,119613,Marcos,5/6/2010,"Buenos Aires, Argentina",within a few hours,100%,t,Palermo,-34.57709,-58.43665,Entire loft,2,1.5 baths,1.0,21,730,39,1/27/2014,10/21/2023,4.85,"[-58.43665, -34.57709]",46.0,USD,"['City skyline view', 'Courtyard view', 'Bathtub', 'Hair dryer', 'Bidet', 'Hot water', 'Free washer ? In building', 'Free dryer ? In building', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Cotton linens', 'Room-da"
29990,https://www.airbnb.com/rooms/29990,Rental unit in Buenos Aires · ?4.64 · 1 bedroom · 2 beds · 1 bath,129245,Savvas,5/21/2010,"Buenos Aires, Argentina",within a few hours,100%,f,Palermo,-34.58602,-58.42749,Entire rental unit,3,1 bath,2.0,2,15,154,10/22/2010,2/16/2023,4.64,"[-58.42749, -34.58602]",38.0,USD,"['Hair dryer', 'Shampoo', 'Hot water', 'Washer', 'Dryer', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Iron', 'TV with standard cable', 'Crib', 'Children?s books and toys', 'Air conditioning', 'Heating', 'Smoke alarm', 'Carbon "
31216,https://www.airbnb.com/rooms/31216,Rental unit in Buenos Aires · ?5.0 · 1 bedroom · 1 bed · 1 bath,134014,Marian,5/28/2010,,within an hour,100%,t,Belgrano,-34.55948,-58.44528,Entire rental unit,2,1 bath,1.0,7,1125,11,4/16/2022,11/20/2023,5.0,"[-58.44528, -34.55948]",58.0,USD,"['Hair dryer', 'Washer', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Room-darkening shades', 'Iron', 'Drying rack for clothing', 'TV with standard cable', 'Air conditioning', 'Heating', 'Carbon monoxide alarm', '"
31469,https://www.airbnb.com/rooms/31469,Rental unit in Buenos Aires · ?4.73 · 1 bedroom · 1 bed · 1.5 baths,135120,Flor,5/30/2010,"Barcelona, Spain",within a day,100%,f,Palermo,-34.5682,-58.43402,Entire rental unit,2,1.5 baths,1.0,3,1125,15,12/15/2014,10/12/2022,4.73,"[-58.43402, -34.5682]",34.0,USD,"['Bathtub', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Body soap', 'Bidet', 'Hot water', 'Free washer ? In unit', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shade"
31514,https://www.airbnb.com/rooms/31514,Loft in Buenos Aires · ?4.30 · 1 bedroom · 4 beds · 1 bath,64880,Elbio Mariano,12/21/2009,"Buenos Aires, Argentina",within an hour,100%,t,Monserrat,-34.61494,-58.37517,Entire loft,5,1 bath,4.0,2,365,37,11/22/2010,9/21/2023,4.3,"[-58.37517, -34.61494]",49.0,USD,"['Hair dryer', 'Hot water', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Iron', 'TV with standard cable', 'Air conditioning', 'Heating', 'Fire extinguisher', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Space where guests can coo"
31920,https://www.airbnb.com/rooms/31920,Rental unit in Buenos Aires · 1 bedroom · 2 beds · 1 bath,137373,Nancy,6/2/2010,,,,f,Belgrano,-34.5644,-58.4606,Entire rental unit,3,1 bath,2.0,30,730,0,,,,"[-58.4606, -34.5644]",59.0,USD,"['TV with standard cable', 'Air conditioning', 'Wifi', 'Kitchen', 'Space where guests can cook their own meals', 'Hot tub']"
35703,https://www.airbnb.com/rooms/35703,Rental unit in Buenos Aires · ?4.83 · 1 bedroom · 1 bed · 1.5 baths,150763,Viviana,6/23/2010,"Buenos Aires, Argentina",within a few hours,100%,f,Recoleta,-34.59188,-58.40778,Entire rental unit,2,1.5 baths,1.0,7,1125,90,4/26/2011,12/2/2021,4.83,"[-58.40778, -34.59188]",24.0,USD,"['Hair dryer', 'Cleaning products', 'Hot water', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'TV with standard cable', 'Air conditioning', 'Heating', 'Wifi', 'Kitchen', 'Space where guests can cook their own meals"
37347,https://www.airbnb.com/rooms/37347,Rental unit in Buenos Aires · ?4.78 · 1 bedroom · 1 bed · 1 bath,161327,Mariano,7/8/2010,"Buenos Aires, Argentina",within an hour,100%,f,Palermo,-34.57148,-58.43246,Entire rental unit,2,1 bath,1.0,5,1125,80,3/13/2011,12/17/2023,4.78,"[-58.43246, -34.57148]",46.0,USD,"['Hair dryer', 'Hot water', 'Free washer â?? In unit', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Iron', 'TV', 'Air conditioning', 'Heating', 'Wifi', 'Kitchen', 'Space where guests can cook their own meals', 'Refrigerator', '"
41608,https://www.airbnb.com/rooms/41608,Rental unit in Buenos Aires · ?4.78 · Studio · 1 bed · 1 bath,181721,Silveria,7/26/2010,"Buenos Aires, Argentina",within an hour,100%,t,Palermo,-34.5847,-58.42648,Entire rental unit,2,1 bath,1.0,2,180,147,6/24/2011,11/26/2023,4.78,"[-58.42648, -34.5847]",71.0,USD,"['Bathtub', 'Hair dryer', 'Bidet', 'Hot water', 'Washer', 'Dryer', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Cotton linens', 'Room-darkening shades', 'Drying rack for clothing', 'Safe', 'HDTV with standard cabl"
42450,https://www.airbnb.com/rooms/42450,Condo in Buenos Aires · ?4.83 · 2 bedrooms · 2 beds · 2 baths,185437,Grisel,7/30/2010,"Buenos Aires, Argentina",within an hour,100%,t,Monserrat,-34.61578,-58.37175,Entire condo,4,2 baths,2.0,4,1125,175,9/30/2011,12/10/2023,4.83,"[-58.37175, -34.61578]",83.0,USD,"['Bathtub', 'Hair dryer', 'Shampoo', 'Hot water', 'Washer', 'Dryer', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'Ethernet connection', 'TV with stand"
45498,https://www.airbnb.com/rooms/45498,Rental unit in Buenos Aires · ?4.89 · 2 bedrooms · 2 beds · 1.5 baths,75891,Sergio Damian,1/31/2010,"Buenos Aires, Argentina",within an hour,100%,t,Palermo,-34.58182,-58.44144,Entire rental unit,4,1.5 baths,2.0,2,365,170,9/11/2010,12/23/2023,4.89,"[-58.44144, -34.58182]",100.0,USD,"['City skyline view', 'Bathtub', 'Hair dryer', 'Shampoo', 'Hot water', 'Free washer ? In building', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'Ether"
48089,https://www.airbnb.com/rooms/48089,Rental unit in Buenos Aires · ?4.85 · 2 bedrooms · 3 beds · 1.5 baths,192475,Chris,8/5/2010,"San Francisco, CA",within a day,100%,f,Recoleta,-34.58705,-58.38791,Entire rental unit,4,1.5 baths,3.0,7,365,110,10/6/2010,12/5/2023,4.85,"[-58.38791, -34.58705]",49.0,USD,"['Hair dryer', 'Hot water', 'Washer', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'TV with standard cable', 'Air conditioning', 'Heating', 'Smoke alarm', 'Carbo"
48535,https://www.airbnb.com/rooms/48535,Rental unit in Buenos Aires · 1 bedroom · 2 beds · 2 baths,221044,Florencia,9/2/2010,"City of Brussels, Belgium",,,f,Retiro,-34.5962,-58.37529,Entire rental unit,2,2 baths,2.0,90,1095,0,,,,"[-58.37529, -34.5962]",49.0,USD,"['Hair dryer', 'Hangers', 'Iron', 'TV with standard cable', 'Air conditioning', 'Heating', 'Wifi', 'Kitchen', 'Space where guests can cook their own meals', 'Hot tub']"
50778,https://www.airbnb.com/rooms/50778,Condo in Buenos Aires · ?4.41 · 2 bedrooms · 2 beds · 1.5 baths,233651,Cameron,9/13/2010,"Buenos Aires, Argentina",within an hour,100%,f,Recoleta,-34.58978,-58.40011,Entire condo,4,1.5 baths,2.0,5,1125,95,11/7/2010,5/24/2022,4.41,"[-58.40011, -34.58978]",88.0,USD,"['Bathtub', 'Hair dryer', 'Hot water', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Room-darkening shades', 'Iron', 'Ethernet connection', 'TV with standard cable', 'Air conditioning', 'Heating', 'Wifi', 'Kitchen', 'Space where"
52115,https://www.airbnb.com/rooms/52115,Condo in Buenos Aires · 1 bedroom · 1 bath,240731,Cecilia,9/20/2010,"Buenos Aires, Argentina",,,f,Recoleta,-34.59386,-58.3944,Entire condo,2,1 bath,,4,90,2,1/30/2019,1/19/2020,5.0,"[-58.3944, -34.59386]",23.0,USD,"['Bathtub', 'Cleaning products', 'Body soap', 'Bidet', 'Hot water', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Safe', 'Clothing storage: closet', '32 TV wit"
52511,https://www.airbnb.com/rooms/52511,Rental unit in Buenos Aires · 1 bedroom · 1 bed · 1 bath,242939,Gri,9/22/2010,"Buenos Aires, Argentina",,,f,San Nicolas,-34.60767,-58.37257,Entire rental unit,2,1 bath,1.0,4,730,0,,,,"[-58.37257, -34.60767]",69.0,USD,"['Washer', 'Dryer', 'TV', 'Heating', 'Kitchen', 'Space where guests can cook their own meals', 'Elevator', 'The home or building has an elevator thatâ??s at least 52 inches deep and a doorway at least 32 inches wide.']"
53097,https://www.airbnb.com/rooms/53097,Loft in Buenos Aires · ?4.28 · 2 bedrooms · 3 beds · 1 bath,64880,Elbio Mariano,12/21/2009,"Buenos Aires, Argentina",within an hour,100%,t,Monserrat,-34.61494,-58.37517,Entire loft,4,1 bath,3.0,2,1125,37,11/22/2010,7/5/2022,4.28,"[-58.37517, -34.61494]",44.0,USD,"['Hot water', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Iron', 'TV with standard cable', 'Air conditioning', 'Heating', 'Fire extinguisher', 'Wifi', 'Kitchen', 'Space where guests can cook their own meals', 'Refrigerator', '"
53905,https://www.airbnb.com/rooms/53905,Rental unit in Buenos Aires · ?4.62 · 1 bedroom · 1 bed · 1 bath,252182,Victoria,10/3/2010,"Buenos Aires, Argentina",within a few hours,100%,f,Villa Crespo,-34.59969,-58.4399,Entire rental unit,2,1 bath,1.0,3,365,103,11/3/2010,11/24/2023,4.62,"[-58.4399, -34.59969]",,,
61282,https://www.airbnb.com/rooms/61282,Loft in Buenos Aires · ?4.88 · 1 bedroom · 1 bed · 2 baths,296398,Alejandro,11/23/2010,"Buenos Aires, Argentina",within an hour,100%,f,Nuñez,-34.55396,-58.46753,Entire loft,2,2 baths,1.0,6,240,145,12/14/2010,11/14/2023,4.88,"[-58.46753, -34.55396]",36.0,USD,"['Hair dryer', 'Hot water', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'TV with standard cable', 'Air conditioning', 'Heating', 'Wifi', 'Kitchen', 'Space where guests can cook their own meals', 'Refrigerator', 'Microwave', 'Co"
65446,https://www.airbnb.com/rooms/65446,Condo in Buenos Aires · ?4.95 · 1 bedroom · 1 bed · 1.5 baths,319901,Ralf Dietmar,12/15/2010,"Buenos Aires, Argentina",within an hour,100%,t,Palermo,-34.58102,-58.42349,Entire condo,2,1.5 baths,1.0,3,180,191,8/13/2011,11/26/2023,4.95,"[-58.42349, -34.58102]",118.0,USD,"['City skyline view', 'Bathtub', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Conditioner', 'Bidet', 'Hot water', 'Paid washer ? In building', 'Paid dryer ? In building', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linen"
65513,https://www.airbnb.com/rooms/65513,Rental unit in Buenos Aires · ?4.33 · 3 bedrooms · 3 beds · 1.5 baths,320183,Hortensia,12/16/2010,"Buenos Aires, Argentina",within an hour,100%,t,Retiro,-34.59849,-58.3774,Entire rental unit,5,1.5 baths,3.0,30,365,6,1/3/2013,8/31/2022,4.33,"[-58.3774, -34.59849]",74.0,USD,"['Bathtub', 'Cleaning products', 'Body soap', 'Bidet', 'Hot water', 'Washer', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'Drying rack for clothing', "
65519,https://www.airbnb.com/rooms/65519,Rental unit in Buenos Aires · ?4.75 · 3 bedrooms · 4 beds · 2 baths,320183,Hortensia,12/16/2010,"Buenos Aires, Argentina",within an hour,100%,t,Palermo,-34.56958,-58.42978,Entire rental unit,6,2 baths,4.0,12,100,24,1/14/2014,11/20/2023,4.75,"[-58.42978, -34.56958]",83.0,USD,"['City skyline view', 'Courtyard view', 'Bathtub', 'Body soap', 'Bidet', 'Hot water', 'Free washer ? In unit', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Cotton linens', 'Extra pillows and blankets', 'Room-darke"
66939,https://www.airbnb.com/rooms/66939,Rental unit in Buenos Aires · ?4.93 · 1 bedroom · 1 bed · 1 bath,319901,Ralf Dietmar,12/15/2010,"Buenos Aires, Argentina",within an hour,100%,t,Palermo,-34.58267,-58.42497,Entire rental unit,2,1 bath,1.0,3,90,322,8/25/2011,12/15/2023,4.93,"[-58.42497, -34.58267]",79.0,USD,"['City skyline view', 'Bathtub', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Conditioner', 'Bidet', 'Hot water', 'Paid washer ? In building', 'Paid dryer ? In building', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linen"
66940,https://www.airbnb.com/rooms/66940,Condo in Buenos Aires · ?4.93 · 1 bedroom · 1 bed · 1 bath,319901,Ralf Dietmar,12/15/2010,"Buenos Aires, Argentina",within an hour,100%,t,Palermo,-34.58272,-58.42382,Entire condo,2,1 bath,1.0,3,90,257,2/15/2012,12/23/2023,4.93,"[-58.42382, -34.58272]",64.0,USD,"['Pool view', 'Bathtub', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Conditioner', 'Bidet', 'Hot water', 'Paid washer ? In building', 'Paid dryer ? In building', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Roo"
68489,https://www.airbnb.com/rooms/68489,Rental unit in Buenos Aires · ?4.80 · 1 bedroom · 1 bed · 1 bath,4405670,Andy,12/14/2012,"Buenos Aires, Argentina",within an hour,100%,t,Palermo,-34.58045,-58.43208,Entire rental unit,3,1 bath,1.0,3,365,153,3/9/2011,4/9/2023,4.8,"[-58.43208, -34.58045]",85.0,USD,"['Bathtub', 'Cleaning products', 'Body soap', 'Bidet', 'Hot water', 'Free washer ? In building', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Cotton linens', 'Extra pillows and blankets', 'Iron', 'Clothing storage"
68800,https://www.airbnb.com/rooms/68800,Rental unit in Buenos Aires · ?4.57 · 4 bedrooms · 6 beds · 5.5 baths,221405,Ximena,9/2/2010,"Buenos Aires, Argentina",within a few hours,100%,f,Recoleta,-34.59278,-58.3876,Entire rental unit,14,5.5 baths,6.0,2,1125,91,1/3/2013,12/10/2023,4.57,"[-58.3876, -34.59278]",379.0,USD,"['Bathtub', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Body soap', 'Bidet', 'Outdoor shower', 'Hot water', 'Free washer ? In unit', 'Free dryer ? In building', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Extr"
68868,https://www.airbnb.com/rooms/68868,Condo in Buenos Aires · ?4.96 · 1 bedroom · 1 bed · 1.5 baths,319901,Ralf Dietmar,12/15/2010,"Buenos Aires, Argentina",within an hour,100%,t,Palermo,-34.58165,-58.42527,Entire condo,2,1.5 baths,1.0,3,90,325,7/1/2011,12/18/2023,4.96,"[-58.42527, -34.58165]",138.0,USD,"['Bathtub', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Conditioner', 'Bidet', 'Hot water', 'Paid washer ? In building', 'Paid dryer ? In building', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Iron', 'TV with "
69063,https://www.airbnb.com/rooms/69063,Rental unit in Buenos Aires · ?4.67 · 1 bedroom · 3 beds · 1 bath,344599,Danilo,1/12/2011,"Buenos Aires, Argentina",within an hour,100%,f,Recoleta,-34.5956,-58.39573,Entire rental unit,4,1 bath,3.0,1,365,332,1/11/2012,12/10/2023,4.67,"[-58.39573, -34.5956]",28.0,USD,"['Courtyard view', 'Bathtub', 'Cleaning products', 'Shampoo', 'Conditioner', 'Body soap', 'Bidet', 'Hot water', 'Shower gel', 'Free washer ? In unit', 'Free dryer ? In unit', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed lin"
69086,https://www.airbnb.com/rooms/69086,Loft in Buenos Aires · ?4.28 · 1 bedroom · 2 beds · 1 bath,64880,Elbio Mariano,12/21/2009,"Buenos Aires, Argentina",within an hour,100%,t,Monserrat,-34.61495,-58.37517,Entire loft,2,1 bath,2.0,2,1125,40,2/6/2013,11/15/2023,4.28,"[-58.37517, -34.61495]",34.0,USD,"['Bidet', 'Hot water', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Iron', 'TV', 'Heating', 'Fire extinguisher', 'Wifi', 'Kitchen', 'Space where guests can cook their own meals', 'Refrigerator', 'Microwave', 'Cook"
69880,https://www.airbnb.com/rooms/69880,Rental unit in Buenos Aires · ?4.52 · 2 bedrooms · 3 beds · 2.5 baths,315089,Max,12/10/2010,"Buenos Aires, Argentina",within a day,100%,t,Palermo,-34.57797,-58.43821,Entire rental unit,4,2.5 baths,3.0,5,1125,32,4/2/2011,12/16/2023,4.52,"[-58.43821, -34.57797]",118.0,USD,"['Hair dryer', 'Washer', 'Dryer', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Iron', 'TV with standard cable', 'Exercise equipment', 'Air conditioning', 'Heating', 'Wifi', 'Kitchen', 'Space where guests can cook their own meal"
70082,https://www.airbnb.com/rooms/70082,Rental unit in Buenos Aires · ?4.86 · 1 bedroom · 1 bed · 1 bath,353823,Maria De Los Angeles,1/19/2011,"Buenos Aires, Argentina",within a day,83%,t,Palermo,-34.56926,-58.4437,Entire rental unit,2,1 bath,1.0,20,365,46,4/4/2011,11/21/2023,4.86,"[-58.4437, -34.56926]",31.0,USD,"['Bathtub', 'Hair dryer', 'Cleaning products', 'Bidet', 'Hot water', 'Washer', 'Dryer', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Cotton linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', '"
71801,https://www.airbnb.com/rooms/71801,Rental unit in Buenos Aires · ?4.55 · Studio · 1 bed · 1 bath,368954,Carlos,1/30/2011,"Buenos Aires, Argentina",a few days or more,33%,f,Recoleta,-34.59514,-58.39914,Entire rental unit,2,1 bath,1.0,3,90,104,3/5/2011,8/1/2023,4.55,"[-58.39914, -34.59514]",49.0,USD,"['Hair dryer', 'Dove body soap', 'Paid washer ? In building', 'Paid dryer ? In building', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hangers', 'Bed linens', 'Room-darkening shades', 'Iron', 'Safe', '40 HDTV with premium cable', 'Sound s"
72204,https://www.airbnb.com/rooms/72204,Townhouse in Buenos Aires · ?4.98 · 4 bedrooms · 5 beds · 2 baths,373629,Daniel,2/1/2011,"Buenos Aires, Argentina",within a few hours,100%,t,Palermo,-34.5902,-58.42993,Entire townhouse,8,2 baths,5.0,3,1095,49,11/25/2015,12/20/2023,4.98,"[-58.42993, -34.5902]",308.0,USD,"['City skyline view', 'Courtyard view', 'Bathtub', 'Hair dryer', 'Cleaning products', 'Body soap', 'Bidet', 'Outdoor shower', 'Hot water', 'Free washer ? In unit', 'Free dryer ? In unit', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Hange"
73180,https://www.airbnb.com/rooms/73180,Rental unit in Buenos Aires · ?4.78 · 1 bedroom · 1 bed · 1 bath,161327,Mariano,7/8/2010,"Buenos Aires, Argentina",within an hour,100%,f,Palermo,-34.57213,-58.43294,Entire rental unit,3,1 bath,1.0,5,1125,60,3/6/2012,12/13/2023,4.78,"[-58.43294, -34.57213]",16.0,USD,"['Hair dryer', 'Hot water', 'Free washer â?? In unit', 'Essentials', 'Towels, bed sheets, soap, and toilet paper', 'Bed linens', 'Iron', 'TV with standard cable', 'Air conditioning', 'Heating', 'Wifi', 'Kitchen', 'Space where guests can cook their own me"
